20110505090000000000,67200,9,67300,3,20110505085901058095,138
20110505090000500000,67250,2,67280,1,20110505090001069964,142
20110505090001000000,67200,8,67280,3,20110505090001362908,156
20110505090001500000,67200,7,67250,2,20110505090001800915,158
20110505090002000000,67200,2,67240,2,20110505090002372668,172
20110505090002500000,67200,2,67250,1,20110505090002804037,172
20110505090003000000,67200,2,67250,1,20110505090003285379,172
20110505090003500000,67200,2,67230,1,20110505090003782590,174
20110505090004000000,67200,2,67250,1,20110505090004314991,174
20110505090004500000,67200,2,67250,1,20110505090004314991,174
20110505090005000000,67200,2,67250,2,20110505090005297265,174
20110505090005500000,67250,1,67280,3,20110505090005795074,176
20110505090006000000,67190,2,67200,3,20110505090006293250,182
20110505090006500000,67200,6,67280,3,20110505090006803675,188
20110505090007000000,67200,5,67280,3,20110505090007300713,188
20110505090007500000,67200,5,67280,3,20110505090007300713,188
20110505090008000000,67200,1,67280,3,20110505090008300827,188
20110505090008500000,67200,12,67280,3,20110505090008795994,214
20110505090009000000,67200,8,67280,3,20110505090009293349,218
20110505090009500000,67200,12,67280,3,20110505090009800647,218
20110505090010000000,67200,12,67280,3,20110505090009800647,218
20110505090010500000,67200,12,67270,5,20110505090010795178,218
20110505090011000000,67200,4,67270,5,20110505090011300399,218
20110505090011500000,67200,4,67270,5,20110505090011300399,218
20110505090012000000,67200,4,67260,4,20110505090012294113,218
20110505090012500000,67200,4,67250,2,20110505090012784553,218
20110505090013000000,67200,4,67260,4,20110505090013313642,218
20110505090013500000,67200,4,67260,4,20110505090013794730,218
20110505090014000000,67200,4,67230,2,20110505090014300764,218
20110505090014500000,67200,4,67230,2,20110505090014791157,218
20110505090015000000,67200,2,67230,2,20110505090015297030,222
20110505090015500000,67200,2,67230,2,20110505090015297030,222
20110505090016000000,67190,2,67200,8,20110505090016291536,238
20110505090016500000,67190,2,67200,4,20110505090016799793,246
20110505090017000000,67190,2,67200,9,20110505090017307871,246
20110505090017500000,67190,2,67200,9,20110505090017307871,246
20110505090018000000,67190,2,67200,9,20110505090017307871,246
20110505090018500000,67190,2,67200,6,20110505090018799461,252
20110505090019000000,67190,1,67200,6,20110505090019289516,254
20110505090019500000,67190,1,67200,6,20110505090019803534,254
20110505090020000000,67190,1,67200,3,20110505090020302679,260
20110505090020500000,67190,1,67200,3,20110505090020302679,260
20110505090021000000,67160,1,67200,2,20110505090021309325,270
20110505090021500000,67160,1,67190,1,20110505090021802828,272
20110505090022000000,67160,1,67190,1,20110505090021802828,272
20110505090022500000,67160,1,67190,1,20110505090021802828,272
20110505090023000000,67160,1,67200,1,20110505090023309507,274
20110505090023500000,67160,1,67180,2,20110505090023797662,274
20110505090024000000,67160,1,67170,3,20110505090024295695,274
20110505090024500000,67160,1,67170,2,20110505090024814135,276
20110505090025000000,67150,11,67170,2,20110505090025286352,278
20110505090025500000,67150,11,67170,2,20110505090025286352,278
20110505090026000000,67160,2,67170,2,20110505090026314019,280
20110505090026500000,67150,11,67170,2,20110505090026801221,284
20110505090027000000,67150,5,67170,2,20110505090027321332,298
20110505090027500000,67170,7,67180,2,20110505090027806062,304
20110505090028000000,67110,1,67180,2,20110505090028307262,328
20110505090028500000,67120,3,67180,2,20110505090028811975,328
20110505090029000000,67120,2,67160,1,20110505090029318243,330
20110505090029500000,67120,2,67150,2,20110505090029827149,330
20110505090030000000,67110,1,67120,1,20110505090030340703,330
20110505090030500000,67120,6,67150,1,20110505090030816118,334
20110505090031000000,67120,10,67150,1,20110505090031316254,334
20110505090031500000,67120,5,67150,1,20110505090031830903,334
20110505090032000000,67120,5,67150,1,20110505090031830903,334
20110505090032500000,67120,5,67150,1,20110505090031830903,334
20110505090033000000,67120,2,67150,1,20110505090033333522,338
20110505090033500000,67120,4,67150,1,20110505090033838147,338
20110505090034000000,67130,12,67150,1,20110505090034249194,338
20110505090034500000,67130,11,67150,1,20110505090034746377,340
20110505090035000000,67130,11,67150,1,20110505090034746377,340
20110505090035500000,67130,11,67150,1,20110505090034746377,340
20110505090036000000,67130,11,67150,1,20110505090034746377,340
20110505090036500000,67130,17,67150,1,20110505090036729420,344
20110505090037000000,67150,1,67160,2,20110505090037248936,346
20110505090037500000,67150,1,67160,2,20110505090037729259,346
20110505090038000000,67150,1,67160,2,20110505090038257342,346
20110505090038500000,67150,1,67160,2,20110505090038728628,346
20110505090039000000,67160,2,67180,2,20110505090039254550,350
20110505090039500000,67160,2,67180,2,20110505090039254550,350
20110505090040000000,67100,47,67180,2,20110505090040257075,388
20110505090040500000,67150,2,67180,2,20110505090040760299,388
20110505090041000000,67120,1,67180,1,20110505090041257357,390
20110505090041500000,67150,2,67180,1,20110505090041744327,390
20110505090042000000,67120,1,67180,1,20110505090042247560,390
20110505090042500000,67140,2,67180,1,20110505090042756253,392
20110505090043000000,67140,2,67180,1,20110505090043229061,392
20110505090043500000,67140,2,67180,1,20110505090043229061,392
20110505090044000000,67140,2,67180,1,20110505090044253535,392
20110505090044500000,67160,2,67180,1,20110505090044747147,392
20110505090045000000,67160,2,67180,1,20110505090045246290,392
20110505090045500000,67160,2,67180,1,20110505090045246290,392
20110505090046000000,67160,2,67180,1,20110505090046268047,392
20110505090046500000,67170,1,67180,1,20110505090046754422,392
20110505090047000000,67150,7,67180,1,20110505090047255547,394
20110505090047500000,67150,9,67180,1,20110505090047763583,394
20110505090048000000,67150,9,67180,1,20110505090047763583,394
20110505090048500000,67150,9,67180,1,20110505090047763583,394
20110505090049000000,67150,9,67180,1,20110505090047763583,394
20110505090049500000,67150,7,67170,1,20110505090049745511,394
20110505090050000000,67150,7,67170,1,20110505090049745511,394
20110505090050500000,67150,7,67170,1,20110505090050760557,394
20110505090051000000,67170,4,67180,1,20110505090051249242,396
20110505090051500000,67170,3,67180,1,20110505090051757387,396
20110505090052000000,67170,3,67180,1,20110505090051757387,396
20110505090052500000,67180,2,67200,3,20110505090052753717,400
20110505090053000000,67160,2,67200,2,20110505090053263176,406
20110505090053500000,67150,7,67200,1,20110505090053755374,408
20110505090054000000,67170,1,67200,1,20110505090054252576,408
